Player,Offense,Defense,Ovr,OffTO_multiplied,OReb_multiplied,OTS_multiplied,DefTO_multiplied,DReb_multiplied,DTS_multiplied,season1,season2
Tyrus Thomas,0.1,-0.09,0.01,0.05,-0.04,0.1,-0.01,0,-0.08,2014,2016
Kelly Oubre Jr.,0.58,-0.58,0,0.62,0.11,-0.18,-0.42,-0.23,-0.02,2014,2016
Jarell Martin,0.4,-0.4,0,-0.18,0.81,-0.45,0,-0.11,-0.23,2014,2016
Rasual Butler,-0.32,0.31,0,0.37,0.36,-0.92,-1.96,-0.12,2.34,2014,2016
Ryan Anderson,2.27,-2.28,-0.01,1.18,0.63,0.24,-0.44,-0.24,-1.66,2014,2016
Glenn Robinson III,0.14,-0.15,-0.01,0.34,0.41,-0.41,0.14,0.57,-0.79,2014,2016
Lance Thomas,0.07,-0.08,-0.01,-0.3,-0.05,0.47,-0.7,-0.17,0.75,2014,2016
Paul Pierce,-0.42,0.41,-0.01,0.4,-1.12,0.37,0.16,0.08,0.15,2014,2016
Dewayne Dedmon,-1.48,1.45,-0.03,-1.16,1.03,-1.41,0.5,-0.28,1.29,2014,2016
Gerald Green,1.45,-1.49,-0.04,0.36,-0.87,1.62,-0.81,-0.61,-0.06,2014,2016
Michael Carter-Williams,-1.94,1.89,-0.05,-0.5,0.13,-1.38,0.66,-0.17,1.25,2014,2016
Hedo Turkoglu,0.76,-0.82,-0.06,0.4,-1,1.31,-0.32,0.68,-1.24,2014,2016
Mitch McGary,0.18,-0.25,-0.07,-0.26,0.21,0.32,-0.35,0.2,-0.25,2014,2016
Bernard James,-0.33,0.26,-0.07,-0.55,0.29,-0.2,-0.1,0.05,0.28,2014,2016
Joey Dorsey,-0.42,0.34,-0.08,-0.65,1.05,-1.38,0.48,-0.13,-0.16,2014,2016
Jack Cooley,-0.3,0.21,-0.09,-0.07,0.2,-0.56,0.35,-0.01,-0.2,2014,2016
Sasha Kaun,-0.54,0.46,-0.09,-0.39,0.12,-0.34,0.14,-0.08,0.36,2014,2016
Nazr Mohammed,-0.25,0.16,-0.09,-0.28,-0.11,0.08,-0.13,0.32,-0.21,2014,2016
Harrison Barnes,0.19,-0.29,-0.1,0.79,-1.39,0.52,-0.26,0.25,-0.12,2014,2016
Kalin Lucas,-0.06,-0.05,-0.11,0.02,0.12,-0.24,-0.03,-0.02,0.01,2014,2016
Sam Dekker,0.04,-0.16,-0.11,0.05,-0.04,0.06,-0.08,0,-0.11,2014,2016
Matt Barnes,1.1,-1.22,-0.12,0.6,0.87,-0.39,0.29,0,-1.31,2014,2016
Ronny Turiaf,-0.06,-0.06,-0.12,0.02,-0.01,-0.04,0.21,0.01,-0.31,2014,2016
Xavier Munford,0.63,-0.75,-0.12,0.37,0.64,-0.34,0.32,0.03,-0.92,2014,2016
Shaun Livingston,-0.55,0.43,-0.12,-0.64,0.32,-0.02,-0.47,-0.99,1.61,2014,2016
Josh Richardson,0.08,-0.21,-0.13,-0.25,0.69,-0.29,-0.19,-0.01,0.16,2014,2016
Lester Hudson,-0.2,0.06,-0.13,-0.26,0.11,-0.13,0.25,-0.05,-0.02,2014,2016
P.J. Tucker,-0.29,0.15,-0.14,-0.4,1.01,-0.92,0.11,0.07,0.19,2014,2016
Luc Mbah a Moute,-2.5,2.35,-0.15,-0.39,-0.58,-1.81,0.07,0.65,1.82,2014,2016
Jon Leuer,-1.1,0.93,-0.16,-0.19,-0.54,-0.17,0.72,0.05,0.14,2014,2016
Arinze Onuaku,0.35,-0.51,-0.16,-0.1,0.25,0.15,-0.44,0.05,-0.1,2014,2016
Joakim Noah,-1.3,1.13,-0.17,-1,1.11,-1.65,-0.32,0.76,0.51,2014,2016
Reggie Evans,0.15,-0.32,-0.17,-0.77,1.89,-1.22,-0.8,0.24,0.11,2014,2016
T.J. McConnell,1.1,-1.28,-0.17,0.1,-0.19,1.15,0.72,-0.01,-2.08,2014,2016
Thanasis Antetokounmpo,0.04,-0.23,-0.19,0.04,0.01,0.01,-0.11,-0.03,-0.07,2014,2016
Randy Foye,-0.06,-0.16,-0.21,-0.4,0.09,0.42,0.24,-0.57,0.29,2014,2016
Kenyon Martin,-0.32,0.11,-0.21,-0.1,-0.28,0.06,-0.25,0.06,0.32,2014,2016
Shannon Brown,0.4,-0.62,-0.22,-0.09,-0.19,0.79,0.03,-0.13,-0.43,2014,2016
Beno Udrih,-0.34,0.13,-0.22,0.47,-0.88,0.39,-0.51,0.25,0.42,2014,2016
Andre Dawkins,-0.22,0,-0.22,-0.09,-0.09,0.02,-0.18,-0.09,0.3,2014,2016
Jerami Grant,-1.23,1.02,-0.22,-1.07,-0.02,-0.32,-0.36,-0.5,1.85,2014,2016
J.J. Barea,2.09,-2.31,-0.22,1.42,-0.47,1.14,0.15,-0.62,-1.55,2014,2016
Jason Richardson,-0.78,0.56,-0.22,0.7,-0.24,-1.14,0.23,-0.23,0.42,2014,2016
Duje Dukan,-0.18,-0.04,-0.22,0.26,0.07,-0.52,-0.07,-0.05,0.08,2014,2016
Jeremy Lamb,-1.59,1.37,-0.23,0.6,-0.79,-1.33,-0.18,-0.32,2.07,2014,2016
David Wear,0.04,-0.28,-0.24,-0.04,0.17,-0.16,-0.05,0.01,-0.3,2014,2016
Mike Scott,-0.86,0.61,-0.25,0.49,-1.34,-0.21,0.52,-0.34,0.41,2014,2016
JJ O'Brien,-0.14,-0.14,-0.28,-0.14,-0.01,0.06,-0.01,-0.05,-0.1,2014,2016
Will Cherry,-0.05,-0.23,-0.28,-0.11,0.05,-0.07,0.1,-0.28,-0.01,2014,2016
Aaron Harrison,-0.35,0.06,-0.29,-0.23,-0.21,0.16,0.23,-0.06,-0.12,2014,2016
Willie Reed,-0.67,0.38,-0.29,-1.05,0.65,-0.18,0.22,-0.08,0.12,2014,2016
Aaron Gordon,-0.4,0.11,-0.29,0.04,0.02,-0.61,0.41,-0.08,-0.07,2014,2016
Chris Andersen,-0.62,0.31,-0.3,-1.01,-0.13,0.48,0.98,-0.56,-0.03,2014,2016
Kosta Koufos,-1.66,1.33,-0.33,0.19,0.51,-2.5,0.06,0.39,0.72,2014,2016
Edy Tavares,0.44,-0.76,-0.33,-0.41,-0.06,0.85,-0.22,0.03,-0.68,2014,2016
Cliff Alexander,-0.26,-0.07,-0.33,0.03,-0.18,0.06,0.15,0.06,-0.17,2014,2016
Jamaal Franklin,0.01,-0.34,-0.33,-0.07,0.01,0.06,-0.12,-0.08,-0.18,2014,2016
Terrence Ross,1.7,-2.04,-0.34,0.7,-0.39,1.33,-0.62,-0.57,-0.76,2014,2016
Andrew Nicholson,-1.76,1.4,-0.36,-0.49,-1.38,0.07,-0.17,-0.23,1.74,2014,2016
Tibor Pleiss,0,-0.36,-0.36,-0.4,0,0.44,0.12,-0.12,-0.33,2014,2016
Festus Ezeli,-1.34,0.98,-0.36,-1.12,0.86,-0.94,-0.72,0.51,0.92,2014,2016
Darius Miller,-0.63,0.24,-0.38,-0.25,-0.13,-0.18,0.22,-0.05,0.04,2014,2016
Branden Dawson,0,-0.38,-0.38,-0.23,-0.05,0.24,-0.29,-0.2,0.02,2014,2016
Steve Blake,-0.32,-0.06,-0.39,0.09,-0.22,-0.46,-0.62,0.34,0.42,2014,2016
Larry Sanders,-2.17,1.78,-0.39,-0.83,-0.03,-1.5,0.15,-0.08,1.58,2014,2016
Ekpe Udoh,-0.54,0.14,-0.39,-0.21,-0.24,0.13,0.05,-0.25,0.37,2014,2016
Amar'e Stoudemire,-0.11,-0.3,-0.4,-0.75,0.45,0.55,-0.55,0.2,-0.2,2014,2016
Kendall Marshall,0.75,-1.15,-0.41,0.09,-1.2,2.09,0.52,-0.43,-1.32,2014,2016
Rakeem Christmas,0.06,-0.47,-0.41,-0.06,-0.02,0.12,-0.04,-0.01,-0.41,2014,2016
Channing Frye,-0.08,-0.33,-0.42,0.26,-1.57,0.87,0.35,0.32,-1.01,2014,2016
Tim Hardaway Jr.,0.54,-0.98,-0.44,0.27,-0.47,0.64,-1.18,-0.74,0.7,2014,2016
Devin Harris,0.12,-0.57,-0.45,1.15,-0.2,-1.01,1.12,-1.43,-0.34,2014,2016
Jorge Gutierrez,-0.47,0.01,-0.46,-0.54,0.04,0.06,-0.7,0.12,0.56,2014,2016
JaMychal Green,0.11,-0.58,-0.47,-0.1,0.43,0,1.45,-0.08,-2.11,2014,2016
Alex Kirk,-0.22,-0.28,-0.49,-0.09,-0.09,-0.03,-0.03,0.03,-0.25,2014,2016
Francisco Garcia,-0.7,0.2,-0.5,0.21,0.02,-0.91,0.04,-0.54,0.78,2014,2016
Willie Cauley-Stein,1.22,-1.74,-0.51,0.5,0.78,-0.12,0.18,-0.28,-1.61,2014,2016
James Anderson,-0.27,-0.25,-0.52,-0.09,-0.05,-0.22,0.04,-0.54,0.5,2014,2016
Taj Gibson,-0.38,-0.15,-0.53,-0.35,0.7,-0.76,-0.89,0.12,0.6,2014,2016
Shabazz Napier,-0.65,0.08,-0.57,-0.36,0.25,-0.62,0.07,0.04,0.03,2014,2016
Lorenzo Brown,0.75,-1.33,-0.57,-0.35,-0.17,1.3,0.39,-0.26,-1.56,2014,2016
Marreese Speights,0.36,-0.93,-0.57,0.08,-0.48,0.82,0.43,-0.99,-0.68,2014,2016
Damien Inglis,-0.96,0.39,-0.58,-0.34,-0.23,-0.36,0.19,0.09,0.15,2014,2016
Cleanthony Early,-1.67,1.09,-0.58,-0.55,-0.11,-0.99,0.3,0.44,0.37,2014,2016
Bryce Dejean-Jones,-0.47,-0.1,-0.58,0.42,0.21,-1.27,0.11,0.34,-0.55,2014,2016
Tobias Harris,-0.44,-0.14,-0.58,-0.25,-0.46,0.26,-0.84,0.75,0.18,2014,2016
Bismack Biyombo,-2.32,1.72,-0.6,0.26,0.87,-3.2,-0.87,0.63,2.19,2014,2016
Elton Brand,-1.58,0.97,-0.61,0.46,-0.71,-1.11,0.74,-0.38,0.69,2014,2016
Aron Baynes,-0.64,0.03,-0.61,-0.42,-0.28,0.03,-1.02,0.9,0.07,2014,2016
Pat Connaughton,-1.05,0.43,-0.62,-0.32,-0.07,-0.64,-0.05,-0.38,1.1,2014,2016
Ricky Ledo,-0.06,-0.58,-0.64,-0.27,0.42,-0.32,-0.29,0,-0.28,2014,2016
Kevon Looney,0.04,-0.68,-0.64,0.07,0.15,-0.18,-0.06,-0.1,-0.54,2014,2016
Al Jefferson,-1.63,0.97,-0.66,1.49,-1.85,-1.12,-0.29,1.32,0.17,2014,2016
Mike Muscala,-0.5,-0.16,-0.66,-0.4,0.22,-0.22,0.63,0.18,-0.77,2014,2016
Frank Kaminsky,-0.8,0.13,-0.68,0.04,-0.15,-0.79,-0.82,0.87,-0.09,2014,2016
Chris Douglas-Roberts,-0.07,-0.61,-0.68,-0.03,0.17,-0.22,0.32,-0.18,-0.75,2014,2016
Phil Pressey,-1.09,0.41,-0.68,-0.1,0.13,-1.14,0.72,-0.17,0.15,2014,2016
Patrick Christopher,-0.53,-0.17,-0.69,-0.12,-0.03,-0.27,0.02,0.16,-0.35,2014,2016
Shawn Marion,-0.21,-0.49,-0.7,-0.53,1.08,-0.95,0.08,-0.61,0.01,2014,2016
Rashad Vaughn,0.05,-0.75,-0.7,-0.38,0.31,-0.17,-0.47,0.34,-0.52,2014,2016
Earl Clark,-0.94,0.24,-0.7,-0.46,-0.03,-0.45,-0.09,-0.01,0.25,2014,2016
Ryan Kelly,-1.04,0.33,-0.71,0.53,-0.28,-1.09,-0.47,-0.02,0.87,2014,2016
Marcus Thornton,0.27,-1,-0.73,0.64,0.41,-0.75,-0.16,-0.22,-0.59,2014,2016
Mason Plumlee,1.16,-1.9,-0.75,-0.56,0.16,1.39,-0.63,-0.33,-1.08,2014,2016
Russ Smith,-1.19,0.43,-0.75,-0.88,0.32,-0.68,0.3,-0.21,0.39,2014,2016
Shavlik Randolph,-1.06,0.3,-0.76,-0.02,0.08,-1.23,0.03,0.13,-0.01,2014,2016
Seth Curry,0.28,-1.04,-0.76,-0.04,-0.03,0.39,-0.1,-0.14,-0.85,2014,2016
Jared Cunningham,-0.34,-0.43,-0.77,-0.51,0.07,0.19,0.74,-0.34,-0.53,2014,2016
Zoran Dragic,-0.37,-0.41,-0.78,0.14,-0.08,-0.36,-0.1,0.09,-0.44,2014,2016
Ed Davis,0.74,-1.53,-0.79,-0.29,1.33,-0.62,-0.21,-0.19,-0.93,2014,2016
Wilson Chandler,0.35,-1.15,-0.79,0.52,0.09,-0.24,-0.35,0.05,-0.87,2014,2016
Jonas Valanciunas,0.23,-1.02,-0.8,-0.76,0.01,1.08,-1.44,0.25,-0.35,2014,2016
Glen Rice,-0.4,-0.4,-0.8,-0.18,0.1,-0.41,0.06,-0.03,-0.37,2014,2016
Kostas Papanikolaou,-1.29,0.49,-0.8,-1.03,-0.04,-0.53,0.29,-0.42,0.71,2014,2016
Jamal Crawford,0.93,-1.77,-0.84,1.02,-0.62,0.51,0.76,-1.56,-0.98,2014,2016
Toney Douglas,1.21,-2.09,-0.88,1.17,-0.81,0.6,0.04,0.54,-2.29,2014,2016
Allen Crabbe,0.33,-1.21,-0.88,0,-0.32,0.51,-0.34,-0.9,-0.05,2014,2016
Alexey Shved,-0.15,-0.74,-0.89,1.08,0.1,-1.02,-0.21,-0.45,0.14,2014,2016
Grant Jerrett,-0.33,-0.56,-0.9,0.3,-0.1,-0.42,-0.13,-0.24,-0.24,2014,2016
Greg Stiemsma,-0.06,-0.86,-0.92,-0.17,-0.03,0.15,0.02,-0.03,-0.88,2014,2016
Tyler Johnson,-1.77,0.85,-0.92,-0.21,-0.04,-1.4,0.48,-0.27,0.58,2014,2016
Brandon Knight,-0.2,-0.73,-0.93,-0.93,-0.14,0.65,0.55,-0.31,-1.01,2014,2016
Sonny Weems,-0.95,0.01,-0.94,0.1,0.18,-1.09,0.82,-0.13,-0.85,2014,2016
Dante Cunningham,0.08,-1.02,-0.94,0.12,-0.55,0.6,-0.58,1.16,-1.67,2014,2016
Orlando Johnson,-0.47,-0.47,-0.95,0.26,0.13,-0.87,-0.11,0.14,-0.45,2014,2016
Dwight Buycks,-0.3,-0.65,-0.95,-0.31,-0.14,0.13,-0.51,0.21,-0.39,2014,2016
Andrei Kirilenko,-0.27,-0.69,-0.96,-0.4,0.07,-0.02,-0.12,-0.17,-0.29,2014,2016
Willie Green,-2.49,1.53,-0.96,-0.9,-0.09,-1.52,0.07,0.03,1.33,2014,2016
Nikola Vucevic,-0.29,-0.67,-0.96,-0.03,-0.23,0.06,-0.22,1.38,-1.95,2014,2016
Richard Jefferson,-1.2,0.24,-0.96,0.39,-1.13,-0.58,0.18,-0.35,0.36,2014,2016
Raymond Felton,-0.19,-0.79,-0.98,0.15,-0.54,-0.1,-0.61,0.07,0.05,2014,2016
Matt Bonner,0.71,-1.7,-0.98,0.71,-0.96,1.01,-0.38,0.45,-1.57,2014,2016
Christian Wood,-0.48,-0.51,-0.99,0.42,-0.16,-0.68,0.02,-0.27,-0.13,2014,2016
Nate Wolters,-1.03,-0.01,-1.04,-0.1,0.02,-0.81,-0.09,-0.18,0.47,2014,2016
Tony Parker,0.49,-1.53,-1.04,0.35,-1.1,1.52,-0.35,0.76,-1.99,2014,2016
Bryce Cotton,-0.02,-1.02,-1.04,0.16,0.17,-0.24,0.26,-0.15,-1.1,2014,2016
Robbie Hummel,0.5,-1.55,-1.05,0.48,0.49,-0.39,-0.01,-0.64,-0.86,2014,2016
Spencer Hawes,-1.5,0.44,-1.06,-0.47,-1.49,0.42,-0.72,0.51,0.69,2014,2016
Jarell Eddie,-0.71,-0.37,-1.08,0.17,-0.06,-0.91,-0.2,0.12,-0.28,2014,2016
Kyle O'Quinn,-1.35,0.26,-1.09,-0.43,-0.72,-0.12,-0.27,-0.71,1.14,2014,2016
Shawne Williams,0.53,-1.63,-1.1,0.43,0.04,0.05,0.51,-0.61,-1.65,2014,2016
Cameron Bairstow,-0.62,-0.5,-1.12,0.07,-0.21,-0.41,-0.17,0,-0.34,2014,2016
Tyus Jones,-0.1,-1.03,-1.14,0.3,-0.1,-0.36,0.38,0.12,-1.39,2014,2016
Wayne Ellington,-1.92,0.78,-1.14,0.83,-1.23,-1.58,-0.66,0.62,1.07,2014,2016
Drew Gordon,-0.58,-0.57,-1.15,-0.25,-0.07,-0.26,-0.13,0.06,-0.56,2014,2016
Caron Butler,-0.91,-0.26,-1.17,0.18,-0.23,-0.67,-0.18,0.32,-0.5,2014,2016
Dion Waiters,-0.02,-1.16,-1.18,0.11,0.73,-0.77,0,-0.83,-0.29,2014,2016
Omer Asik,-2.33,1.13,-1.2,-0.24,0.52,-2.65,-1.68,2.76,0.12,2014,2016
Trey Lyles,-0.72,-0.48,-1.2,0.65,-1.18,-0.53,-0.18,0.31,-0.59,2014,2016
Reggie Williams,-0.36,-0.86,-1.21,0.45,-0.09,-0.64,-0.66,0.27,-0.69,2014,2016
Chase Budinger,-0.6,-0.61,-1.22,0.12,-0.55,-0.3,-0.01,0.24,-0.84,2014,2016
Donald Sloan,-0.79,-0.43,-1.22,0.25,-0.9,-0.14,-0.61,0.3,-0.09,2014,2016
Reggie Bullock Jr.,-0.32,-0.9,-1.22,0.72,-0.4,-0.83,-0.66,0.28,-0.5,2014,2016
Ognjen Kuzmic,-1.12,-0.12,-1.24,-0.65,0.07,-0.41,-0.14,-0.13,0.2,2014,2016
RJ Hunter,-2.27,0.98,-1.29,-0.28,-0.58,-1.3,0.69,0.18,-0.1,2014,2016
Justin Harper,-0.41,-0.9,-1.3,-0.05,-0.13,-0.23,-0.29,0.04,-0.65,2014,2016
Jason Maxiell,-1.56,0.24,-1.32,-0.16,0.86,-2.14,-0.31,-0.21,0.76,2014,2016
Rajon Rondo,-0.91,-0.42,-1.33,-0.61,-0.39,0.13,0.62,0.2,-0.95,2014,2016
Erick Green,-0.41,-0.94,-1.35,0.1,0.61,-1.39,0.7,-0.74,-0.88,2014,2016
Bruno Caboclo,-1.14,-0.22,-1.36,-0.41,0.12,-1.01,-0.35,0.2,-0.2,2014,2016
Josh Smith,-2.93,1.58,-1.36,0.01,-0.66,-2.07,0.17,-0.67,1.84,2014,2016
Vander Blue,-0.63,-0.73,-1.36,-0.22,0.3,-0.81,-0.31,-0.07,-0.41,2014,2016
D.J. Augustin,0.04,-1.44,-1.4,0.13,-0.34,0.33,-0.7,-0.44,-0.43,2014,2016
Miles Plumlee,-0.76,-0.64,-1.4,-0.89,0.11,-0.09,0.2,-0.16,-0.7,2014,2016
Glen Davis,-2.83,1.41,-1.42,0.72,-0.96,-2.48,0.18,0.29,0.93,2014,2016
Alex Len,-2.14,0.7,-1.44,-1.73,0.08,-0.71,-0.62,0.51,0.82,2014,2016
Earl Barron,-1.49,0.05,-1.44,0.14,-0.13,-1.48,0.34,0.35,-0.66,2014,2016
Garrett Temple,-2.35,0.89,-1.46,0.22,-0.87,-1.52,0.94,0.2,-0.13,2014,2016
Cole Aldrich,-2.82,1.36,-1.47,-1.34,-0.76,-1.14,0.76,-0.52,0.85,2014,2016
Jameer Nelson,0.27,-1.75,-1.47,0.95,-0.05,-0.58,-0.12,-0.19,-1.56,2014,2016
John Salmons,-0.8,-0.68,-1.47,0.27,0.19,-1.24,0,-0.31,-0.28,2014,2016
DeJuan Blair,-0.93,-0.56,-1.48,-0.53,0.29,-0.81,0.07,-0.38,-0.47,2014,2016
Cameron Payne,0.03,-1.52,-1.48,-0.26,0.5,-0.37,0.02,-0.24,-1.27,2014,2016
Jason Thompson,-0.97,-0.53,-1.5,0.35,0.05,-1.17,-0.28,0.36,-0.58,2014,2016
Ramon Sessions,-1.12,-0.38,-1.51,-0.03,-0.31,-0.73,-0.26,-0.13,-0.14,2014,2016
Kendrick Perkins,-1.43,-0.08,-1.51,-0.93,-0.74,0.02,-0.06,0.07,-0.13,2014,2016
Jodie Meeks,-0.4,-1.12,-1.52,0.08,-0.13,-0.23,0.35,-0.8,-0.5,2014,2016
Brandan Wright,-0.81,-0.73,-1.54,-0.37,0.26,-0.67,-0.01,-1.23,0.37,2014,2016
Luis Montero,-1.08,-0.47,-1.55,-0.41,0.15,-0.8,0.05,-0.1,-0.38,2014,2016
Sean Kilpatrick,1.88,-3.43,-1.55,0.38,-0.04,1.62,-0.06,-0.47,-2.83,2014,2016
Dwight Powell,-2.55,0.99,-1.55,-0.72,-0.33,-1.39,1.22,-0.07,-0.34,2014,2016
Alec Burks,-0.27,-1.3,-1.57,-0.03,0.01,-0.09,0.23,0.1,-1.59,2014,2016
Jerian Grant,-1.55,-0.03,-1.58,0.49,-0.02,-1.98,0.69,-0.74,0.02,2014,2016
Trey Burke,-0.39,-1.2,-1.59,0.49,0.89,-1.52,-0.12,-1.29,0.09,2014,2016
Hollis Thompson,-0.08,-1.52,-1.6,-0.42,-0.18,0.35,0.62,-1.86,-0.42,2014,2016
Drew Gooden,-0.35,-1.26,-1.61,0.21,0.32,-0.84,0.02,-0.55,-0.5,2014,2016
Jordan Hill,-1.11,-0.52,-1.64,0.08,0.62,-1.6,-1.54,0.24,0.55,2014,2016
James Young,0,-1.64,-1.64,0.52,0.03,-0.56,0.05,-0.33,-1.24,2014,2016
Furkan Aldemir,0.08,-1.73,-1.64,-0.94,1.31,-0.82,-0.16,0.17,-1.6,2014,2016
Joe Young,-0.84,-0.81,-1.65,-0.08,-0.07,-0.6,-0.86,-0.01,-0.04,2014,2016
Brian Roberts,-1.09,-0.57,-1.65,0.5,-0.15,-1.39,-0.2,0.01,-0.02,2014,2016
Chris McCullough,0.18,-1.84,-1.66,0.12,0.06,-0.19,-0.16,-0.48,-1.28,2014,2016
Brendan Haywood,-1.37,-0.29,-1.66,-0.33,-0.5,-0.47,-0.52,0.11,0.07,2014,2016
Tyler Zeller,-2.1,0.41,-1.68,-0.6,-0.53,-0.84,-1.17,0.21,1.26,2014,2016
Sebastian Telfair,-1.84,0.15,-1.7,-0.56,-0.1,-1.3,0.37,-0.32,0.14,2014,2016
Ty Lawson,-0.06,-1.67,-1.73,0.14,-0.38,0.18,0.44,-0.53,-1.73,2014,2016
Will Bynum,-0.38,-1.35,-1.73,-0.3,0.16,-0.32,-0.46,-0.06,-0.73,2014,2016
Ersan Ilyasova,-0.2,-1.55,-1.76,-0.52,0.94,-0.71,1.29,0.16,-3.05,2014,2016
Luke Babbitt,0.26,-2.04,-1.78,-0.13,-0.59,1.12,-0.99,0.14,-0.77,2014,2016
Nick Johnson,-1.58,-0.2,-1.78,-0.29,0.09,-1.28,-0.69,-0.07,0.57,2014,2016
Austin Daye,-0.99,-0.8,-1.78,-0.01,-0.17,-0.76,-0.38,0.17,-0.53,2014,2016
Larry Drew II,-1.32,-0.47,-1.79,-0.72,0.13,-0.64,0.33,-0.11,-0.69,2014,2016
Justin Holiday,-1.41,-0.39,-1.8,-0.1,-0.29,-1.13,0.19,-0.5,0.32,2014,2016
Justin Hamilton,-1.31,-0.52,-1.82,-0.2,-0.35,-0.67,0.5,-1.02,0.05,2014,2016
Quincy Acy,-3.12,1.3,-1.82,-1.1,0.3,-2.6,1.09,-0.21,0.45,2014,2016
T.J. Warren,-0.73,-1.1,-1.83,0.05,0.28,-1.03,0.57,-0.11,-1.53,2014,2016
Alonzo Gee,-2.35,0.51,-1.84,-0.28,-0.96,-1.29,0.18,-0.01,0.42,2014,2016
D'Angelo Russell,-1.33,-0.51,-1.84,0.07,-0.38,-1.26,0.02,-0.09,-0.48,2014,2016
Nick Young,-0.83,-1.02,-1.85,0.5,0.04,-1.36,-0.11,-0.8,0.03,2014,2016
John Lucas III,-1.02,-0.83,-1.85,-0.13,-0.26,-0.58,-0.21,-0.2,-0.51,2014,2016
John Jenkins,-1.61,-0.24,-1.85,0.29,-0.48,-1.14,-0.74,0.05,0.49,2014,2016
Briante Weber,-0.41,-1.44,-1.85,0,0.71,-1.3,-0.52,-0.09,-0.8,2014,2016
Greg Smith,-2.43,0.57,-1.86,0.1,-0.26,-2.24,-0.31,-0.17,0.91,2014,2016
Danny Granger,-0.43,-1.43,-1.86,-0.17,0.05,-0.36,-0.35,-0.53,-0.51,2014,2016
Tyler Ennis,-1.56,-0.33,-1.89,0.1,-0.09,-1.2,0.81,0.1,-1.13,2014,2016
Chris Copeland,-0.27,-1.64,-1.91,-0.09,-0.28,0.06,-0.42,-0.33,-0.83,2014,2016
Terry Rozier,-1.48,-0.43,-1.92,0.56,-0.16,-2.08,-0.07,-0.22,-0.08,2014,2016
Jordan Farmar,-0.87,-1.05,-1.92,-0.24,-0.26,-0.48,0.45,-0.41,-1.24,2014,2016
AJ Price,-1.12,-0.8,-1.93,0.1,0.18,-1.55,-0.06,-0.08,-0.78,2014,2016
Anderson Varejao,-1.78,-0.16,-1.94,-0.95,0.26,-1.18,0.1,0.52,-0.75,2014,2016
Leandro Barbosa,-0.24,-1.7,-1.94,0.23,0.45,-0.93,0.2,0.14,-1.81,2014,2016
Thomas Robinson,-1.53,-0.41,-1.94,-0.94,1.95,-2.62,0.67,-0.42,-0.55,2014,2016
Dahntay Jones,-0.67,-1.3,-1.97,0.21,-0.04,-0.8,0.32,-0.41,-0.99,2014,2016
Carlos Boozer,0.39,-2.37,-1.99,-0.09,0.17,0.44,-1.29,0.11,-1.27,2014,2016
Jerome Jordan,-1.49,-0.5,-1.99,-0.53,0.08,-0.99,0.24,-0.17,-0.38,2014,2016
Evan Turner,-2.13,0.14,-1.99,-0.66,0.39,-1.54,-0.5,0.26,0.29,2014,2016
Jordan Clarkson,0.34,-2.36,-2.02,1.08,-0.36,-0.33,-0.9,0.13,-1.58,2014,2016
Mo Williams,-1.4,-0.65,-2.04,-0.35,-0.01,-0.92,-0.5,0.23,-0.25,2014,2016
David Lee,-1.84,-0.22,-2.06,-0.12,-0.2,-1.46,0.9,0.1,-1.37,2014,2016
Noah Vonleh,-2.18,0.12,-2.06,-0.51,0.11,-1.83,0.03,0.61,-0.63,2014,2016
Kent Bazemore,-2.14,0.07,-2.08,-0.3,-0.89,-1.3,0.29,-0.88,0.49,2014,2016
Stanley Johnson,-1.61,-0.48,-2.09,-0.32,0.87,-2.31,-0.89,1,-0.45,2014,2016
Kris Humphries,-1.49,-0.61,-2.1,0.15,0.22,-1.75,-0.55,-0.02,-0.37,2014,2016
Steve Novak,-0.46,-1.64,-2.1,-0.09,-0.05,-0.53,-0.33,-0.57,-0.59,2014,2016
Nik Stauskas,-0.84,-1.31,-2.15,0.33,-0.43,-0.77,-0.63,0.43,-1.17,2014,2016
Bojan Bogdanovic,1.25,-3.42,-2.17,-0.29,-0.01,1.43,-0.64,-1.08,-1.33,2014,2016
Udonis Haslem,-1.52,-0.67,-2.18,-0.03,-0.09,-1.62,0.47,-0.08,-1.16,2014,2016
Carl Landry,-1.05,-1.14,-2.19,-0.19,0.42,-1.2,-1.84,0.84,-0.32,2014,2016
Tayshaun Prince,-1.81,-0.41,-2.22,0.54,-0.26,-1.93,-0.65,-0.25,0.68,2014,2016
Michael Beasley,-2.13,-0.1,-2.22,-0.01,-0.6,-1.2,0.36,-0.33,0.18,2014,2016
Darius Morris,-1.99,-0.24,-2.23,-0.18,-0.05,-1.91,-0.1,0.12,-0.28,2014,2016
Jeff Green,-1.06,-1.19,-2.25,0.18,-1.22,-0.34,-0.73,0.13,-0.53,2014,2016
Greivis Vasquez,-0.53,-1.74,-2.27,0.03,-0.53,-0.02,0.29,-1.36,-0.81,2014,2016
Jordan Hamilton,0.04,-2.32,-2.28,-0.22,-0.24,0.34,-0.31,-0.3,-1.61,2014,2016
Joe Ingles,-2.1,-0.19,-2.28,-1.13,-0.03,-0.96,-0.05,0.24,-0.35,2014,2016
Roy Hibbert,-3.18,0.87,-2.31,-0.55,-0.89,-1.75,-1.66,0.41,2.03,2014,2016
